page_number,url,text
31,https://hymnary.org/page/fetch/SSSH1989/31/high,"Nothing But the Blood 30 ROBERT LOWRY ROBERT LOWRY [NEWLINE] La What can wash a way my sin? Nothing but the blood of Je suS; 2. For my par don this see Nothing but the blood of Je sus; 3 Noth ing can for sin a tone Nothing but the blood of Je sus; 4. This is all my hope and peace Nothing but the blood of Je suS; [NEWLINE] What can make me whole a gain? Nothing but  the blood of Je sus; For my cleansing; this my   plea Nothing but the blood of Je sus; Naught of good that [ have done Nothing but the blood of Je sus; This is all my righteous-ness Nothing but the blood of Je suS; [NEWLINE] pre cious is the flow That makes me white as snow; [NEWLINE] E No oth er fount know, Nothing but the blood of Je sus."
32,https://hymnary.org/page/fetch/SSSH1989/32/high,[This image is under copyright]
33,https://hymnary.org/page/fetch/SSSH1989/33/high,[This image is under copyright]
34,https://hymnary.org/page/fetch/SSSH1989/34/high,"He Lives on High B. B. McKINNEY From a Hawaiian Folk Song Arranged by B. B. McKinney [NEWLINE] 1 Christ the Sav iour came from heaven'$ glo Ty , To redeem the 2. He a rose from death and all its sor row, To dwell in that 3_ Weary soul, t0 Je sus come confess ing; Re demption from [NEWLINE] lost from sin and shame; Land of   joy and love; sin He of fers thee; [NEWLINE] On His   brow He is com Look to Je [NEWLINE] He wore the thorncrown ing back some glad to sus and receive a [NEWLINE] g0 mor [NEWLINE] Ty, And up on Cal va ry He took my blame. row, And He'Il take all His children Home a ~bove. ing, There is life, there is joy and vic to Ty [NEWLINE] bless [NEWLINE] ## He lives on high, He lives on high, Tri um phant 0-ver sin and all its [NEWLINE] # stain; Helives on high, He lives on high , Someday  He'$ coming again. [NEWLINE] Copyright 1921. Renewal 1949, Broadman Press, owner: Used by permission:"
35,https://hymnary.org/page/fetch/SSSH1989/35/high,"Christ the Lord Is Risen Today 33 CHARLES WESLEY Arranged from Lyra Davidica [NEWLINE] 1. Christ the Lord is ris ' n to day, 2. Lives a gain our glorious King: 3. Love'$ redeem- ing work is done, 4 Soar we now, where Christ has led_ [NEWLINE] Al Al [NEWLINE] le lu ia! le lu ia! le lu ia! le lu ial [NEWLINE] Al Al [NEWLINE] Sons of men   and an gels say: Where, 0 death, is now thy   sting? Fought the fight, the bat tle won; FolI' wing our ex alt ed Head: [NEWLINE] Al Al [NEWLINE] le lu ial le lu ia! le lu ial le lu ia! [NEWLINE] Al [NEWLINE] Al [NEWLINE] Raise your joys and tri umphs high, Al Dy ing once, He all doth save: Al Death in vain for bids Him rise; Al Made like Him, like Him we rise; Al [NEWLINE] le lu le lu le lu le lu [NEWLINE] ia! ia! ial ia! [NEWLINE] Sing; ye heav'ns, and earth re ply. Al Where thy vic to TY , 0 grave? Al Christ has 0 pened Par 4 - dise Al Ours the cross, the grave, the skies: Al [NEWLINE] le lu le lu le lu le lu [NEWLINE] ia! ia! ia! ia!"
36,https://hymnary.org/page/fetch/SSSH1989/36/high,"34 I Know That My Redeemer Liveth JESSIE B. POUNDS JAMES H. FILLMORE [NEWLINE] know that   my Redeem-er liv 2 [ know His promise never fail 3. 1 know my mansion He   pre par [NEWLINE] eth, And on the eth, The word He eth, That where He [NEWLINE] earth speaks, is [NEWLINE] again shall stand; know e ternal life He it cannot die; Though cru el death my flesh asthere [ may be; wondrous thot: for me He 1. Andon the earth again shall stand; [NEWLINE] giv sail [NEWLINE] eth; That grace and pow T eth, Yet [shall see eth; And He at last [NEWLINE] are in His hand. Him by and by will come for me_ [NEWLINE] car [NEWLINE] That grace and pow'r are in His hand. [NEWLINE] know, [ know [NEWLINE] that   Jesus liv eth, And on the [ know, [ know 7 PPep [NEWLINE] earth [NEWLINE] again shall stand; 1 know, [ know that lifeHe And on the earth Iknow, [ know PI"
37,https://hymnary.org/page/fetch/SSSH1989/37/high,"FH [NEWLINE] giv eth, That grace and pow r are in His hand. That grace and pow'r [NEWLINE] When I See My Saviour 35 MAUD FRAZER ROBERT HARKNESS [NEWLINE] 1 When 1 see my Sav iour, hanging on Cal va ry 2 1 can see the blooddrops, red 'neath His thorn y crown; 3_ ~Why hast   thou for sak en?"" list to that sad, sad moan! [NEWLINE] Bear ing there for sin ners bit ter est ag ny. From the cru el nail wounds now they are fall ing down; His heart was bro ken, suf fer ~ing ` there a lone: [NEWLINE] Grat [ tude 0 'erwhelms me, makes mine eyes   grow dim, Lord, when 1 would wan der from Thy love a way, Bro ken   then that mor tals ne er need cry in vain [NEWLINE] AII my ransomed be ing cap tive is to Him. Let me see those blood drops shed for me that day. For God 's love and com fort, in the hour of pain. [NEWLINE] be [NEWLINE] Copyright 1911. Renewal 1939 by R. Harkness. Assigned to Hope Publishing Co AIl rights reserved. Used by permission."
38,https://hymnary.org/page/fetch/SSSH1989/38/high,"Christ Arose! [NEWLINE] ROBERT LOWRY [NEWLINE] ROBERT LOWRY [NEWLINE] 1. Low in the grave He lay Je suS my Sav iour! Wait ing the 2. Vain ly they watch His bed Je sus my Sav iour! Vain ly they 3. Death cannot keep   his prey Je sus my Sav iour! He tore the [NEWLINE] Faster [NEWLINE] com - [NEWLINE] Je suS my Lord! Je suS my Lord! Je sus my Lord! [NEWLINE] ing day seal the dead bars a way [NEWLINE] Up from the grave He a [NEWLINE] 6 rose, with a might y triumph 0'er His foes; He aHe arose , He arosel V4|AA4A| 4 [NEWLINE] rose [NEWLINE] Vic tor from the dark do main, And Helives for ev er with His [NEWLINE] #4 saints to reign. He arosel Hearosel Halle lujah! Christ arosel He arosel He arosel"
39,https://hymnary.org/page/fetch/SSSH1989/39/high,"There'Il Be No Dark Valley 37 WILLIAM 0. CUSHING IRA D. SANKEY [NEWLINE] 1. There 'Il be no dark val ley when Je suS comes, There 'Il be no dark 2. There 'Il be no more sor row when Je suS comes, There 'Il be no more 3_ There 'Il be no more weep-! ing when Je suS comes, There 'Il be no more 4 There 'Il be  songs of greeting when Je suS comes, There 'Il be songs of [NEWLINE] valley when Je suS comes; There 'Il be no dark   valley  when Je sus comes To SOrrow when Je SuS comes; But a glorious morrow when Je sus comes To weeping when  Je sus comes; But a bless ed reaping when Je sus comes To greeting when Je sus comes; And a joy ful meetingwhen Je sus comes To [NEWLINE] gather His loved ones Home. [NEWLINE] To gather His loved ones [NEWLINE] Home, (safe Home,) To [NEWLINE] gather His loved ones Home; (safe Home;) There 'Il be [NEWLINE] no dark val ley when Je sus   comes To gather His lovedones   Home."
40,https://hymnary.org/page/fetch/SSSH1989/40/high,"Hallelujah; We Shall Rise J.E. THOMAS J.E. THOMAS [NEWLINE] 1. In the res ur rec tion morn - ~ing; When the trump of God shall sound, 2 In the res ur rec tion morn ~ing; What a meeting it will be, 3. In the res ur rec tion morn - ~ing, Blessed  thought it is to me, 4 In the res ur rec tion momFing, We  shall meet   Him in the air, [NEWLINE] Then the saints will come rejoic- ing We shall rise, we shall   rise! When our fa ~thers and our mothers, Ishall see my blessed Saviour, Hal le lujah! And be carried up to Glo Ty , [NEWLINE] VL [NEWLINE] And no tears will e'er befound, And our loved ones we shall see, We shall rise, we   shall  rise. Who so freely died for me, Halle - lujah! in  that morning we shall rise. To our Home so bright and fair, [NEWLINE] Halle lujah! [NEWLINE] Amen! We shall rise! [NEWLINE] We shall risel [NEWLINE] we shall risel [NEWLINE] Halle - lu ~jah! [NEWLINE] the res ur rec tion morn ing; When death'$ pris on bars are"
41,https://hymnary.org/page/fetch/SSSH1989/41/high,"bro ken, We shall rise, [NEWLINE] we shall rise . [NEWLINE] Hal le _ lu jah! [NEWLINE] How Beautiful Heaven Must Be 39 [NEWLINE] Mrs. A. S. BRIDGEWATER [NEWLINE] A. P. BLAND [NEWLINE] 1. We read of a place that '$ called Heaven, It'$ made for the pure and the free; 2. In Heaven no droop-= ing nor pin ing; No wishing for elsewhere to be; 3. Pure wa ters of life there are flowing; And all who will drink may be free; 4 . The an gels So sweetly are singing; Up there by the beauti ful sea; [NEWLINE] These truths in God's Word He hath giv en, How beauti ful Heaven must be. God 's light is for cv er there shin ing; How beauti ful Heaven must be. Rare jewels   of  splendor are glow ing; How beauti ful Heaven must be. Sweet chords from their gold harps are ring ing; How beauti ful Heaven must be. [NEWLINE] F6 p How beauti ful Heaven must  be, (must be,) Sweet home of the hap py  and free; [NEWLINE] DNAAY Fair ha ven   of rest for   the wea ry, How beauti ful Heaven must be."
42,https://hymnary.org/page/fetch/SSSH1989/42/high,"No Disappointment in Heaven F: M LEHMAN F: M: LEHMAN [NEWLINE] L There'$ no disap-pointment in Heaven No wear ness, SOrrow Or 2. We'Il nev er pay rent for our   mansion; The tax es will never come 3_ There ' Il nev er be crepe o the doorknob, No funer al train   in the 18 MA [NEWLINE] pain; No hearts that are bleed-= -ing and broken, No song with a minor re due; Our garents will never grow threadbare, But al ways be   fadeless and sky; No graves on the hillsides of GloTY , For there we shall never-more [NEWLINE] frain; The clouds of our earthly ho rizon Will nev er appear in the new; We 'Il nev er be hungry nor thirstY, Nor   anguish   in pover ty die; The old will be young there forev-er, Transformed in a moment of [NEWLINE] sky, For all will be sunshine and gladness, With nev er a sob nor a there, For all the rich bounties of HeaVen His sancti-fied children will time; Immor tal we 'Il stand in His likeness, Thestars   and the sun to out"
43,https://hymnary.org/page/fetch/SSSH1989/43/high,"MTT  sigh. share. Im boundfor that beauti ful City My Lordhas prepared for His shine. [NEWLINE] TEh #CH own; Where all the   redeemed of all ages Sing glory' around the white [NEWLINE] #A4FIAA$ [NEWLINE] BXX4ER) throne; Sometimes I grow homesick for Heaven, And the   glories I there shall be- [NEWLINE] #V What a joy that will be when my Sav iour #)X6 [NEWLINE] hold; [NEWLINE] see, [NEWLINE] In that beau ti ful Ci ty of gold."
44,https://hymnary.org/page/fetch/SSSH1989/44/high,"Sweet By and By SANFORD F. BENNETT JOSEPH P. WEBSTER [NEWLINE] 1. There '$ a land that is fair er than day, 2 We shall sing on that beau ti ful shore 3. To our boun ti ful Fa ther 4 - bove, [NEWLINE] And by faith we can The mel di ous We will of fer our [NEWLINE] see it afar; songs of the blest, trib ute of praise, [NEWLINE] For the Fa ther waits 0 ver the way, And our   spir its shall sor row no more , For the glo ri ous gift of His love, [NEWLINE] To preNot a And the [NEWLINE] pare uS a dwell ingplace there. sigh for the bless ing of rest. bless ings ` that hal low our days. [NEWLINE] In the sweet [NEWLINE] by and In the sweet [NEWLINE] by We shall meet on that beau ful shore; by and by, In the by and by, 98 1 [NEWLINE] #N sweet by and by, In   the sweet We shall meet on that beauti ful   shore. by andby,"
45,https://hymnary.org/page/fetch/SSSH1989/45/high,"My Latest Sun Is Sinking Fast 42 J,HASCALL WILLIAM B. BRADBURY [NEWLINE] 1_ My lat est sun is sink ing fast, My race is near ly run; 2. [ know Im near the ho ly ranks Of   friends and kin dred dear; 3_ [ve al most reached my heav 'nly Home, My spir it loud ly sings; 4 0 bear my long ing heart to Him, Who bled and died for me [NEWLINE] My strong est tri als now are past, My tri umph is be gun. For [ hear thewaves on Jor dan 's banks, The cross ing must be near. Thy ho ly ones, be hold, they comel [ hear the noise of wings. Whose blood now cleanses from all  sin , And gives me vic t0 ry [NEWLINE] come, [NEWLINE] an [NEWLINE] gel band, Come and a round me stand; [NEWLINE] bear me away onyour snow y wings To my e ter nal Home; [NEWLINE] d8 bear me a way on  your snow y wings To my ter nal Home"
46,https://hymnary.org/page/fetch/SSSH1989/46/high,"We're Marching to Zion ISAAC WATTS ROBERT LOWRY [NEWLINE] L Come we that love the Lord, And let our joys be known; Join 2 Let those re fuse to sing Who nev er knew our God; But 3 The hill of Zi on yields A thousand sa cred sweets Be 4 Then   let our songs abound, And ev ry tear be dry; We 're [NEWLINE] in a song with sweet accord, Join in a song with sweet accord, And chil dren of the heav'nly King; But chil dren of the heav'n ly King; May fore we reach the heav'nly fields, Be fore we reach the heav'n ly fields, Or marching thru Im man uel'$ ground, We're marching thru Imman-uel S ground, To [NEWLINE] thus sur round the throne, And   thus surround the  throne. speak their joys abroad, May speak their joys abroad  walk the gold en streets, Or walk the gold en streets. fair er worlds on high, To fair er worlds on high: [NEWLINE] We ' re [NEWLINE] 85 march ing to Zi on, Beau tiful, beauti-ful Zi on; We ' re marching on t0 Zi on,"
47,https://hymnary.org/page/fetch/SSSH1989/47/high,"marching upward to Zi on, the beau ti ful Ci ty of God Zi on, Zion_ 03 T, [NEWLINE] WePIl Work Till Jesus Comes 44 ELIZABETH MILLS WILLIAM MILLER [NEWLINE] 1. 0 land   of rest, for thee 1 sigh! When will the moment come When 2. To Je sus Christ 1 fled for rest; He bade me cease t0 roam_ And 3_ 1 sought at once my Saviour's side, No more   my steps shall roam; With [NEWLINE] 1 shall  lay my ar mor by, And dwell in peace at Home? lean for SuC cor on His   breast Till He conduct me Home_ Him T l brave death '$ chilling   tide, And reach my heav 'nly Home. [NEWLINE] We'Il [NEWLINE] work [NEWLINE] till Je suS comes, We Il work till Je suS comes; We'Il We 'II work We 'II work [NEWLINE] work [NEWLINE] till Je sus   comes, And we 'Il be gath; -ered Home. We 'Il work"
48,https://hymnary.org/page/fetch/SSSH1989/48/high,"45 When I Can Read My Title Clear ISAAC WATTS J.C LOWRY [NEWLINE] 1 When [ can read my ti tle clear To mansions in the   skies, 2 Should earth against my soul engage, And fi ery darts behurled, 3. Let cares, like a wild deluge come, And storms of sorrow falll 4. There shall 1 bathe my weary soul In seas of heav'nly rest; [NEWLINE] 1I bid farewell to ev ry fear,And wipe my weeping eyes Then can smile at Satan '$ rage, And face a frowning world May but safely reach my Home, My God, my Heav 'n, my all; And not 4 wave of trouble roll, A cross my peaceful breast. [NEWLINE] And wipe my weep ing eyes, And wipe my weep- -ing eyes, And face a frown ing world, And face a frowning world, My God, my Heav 'n, my all, My God, my Heav'n, my all, A cross my peace ful breast, A cross my peaceful breast, [NEWLINE] TI bid farewell to ev ry fear, And  wipe my weep- -ing eyes: Then can smile at Satan '$ rage, And face a frowning world. May but   safe ly reach my Home, My God, my Heav'n, my all: And not a wave of trouble roll, A cross my peaceful breast,"
49,https://hymnary.org/page/fetch/SSSH1989/49/high,"My Saviour First of AlI 46 FANNY J. CROSBY JOHN R. SWENEY [NEWLINE] [ When my life work is ended, and cross the swelling tide, When the 2 the soul thrilling rapture when view His   blessed face, And the 3_ the dear ones in Glory, how they beckon me t0 come, And our 4. Through the gates to the Cit y in robe of   spotless white, He will [NEWLINE] #Vd [NEWLINE] bright and glorious moming [ shall see; [ shall know my Redeem-er when lus ter of His kindly beaming eye; How my full heart will praise Him for the parting at the riv er 1 re call; To the  sweet vales of E den they will lead me where no tears will ev er fall; In the glad song of ages I shall [NEWLINE] B} reach the oth er side, And His smile will be   the first to welcome me. mercy, love, and grace, That pre _ pare for me a mansion in the sky. singmywel-come Home; But long to meet my Saviour first of all. mingle with delight; But 1 long to meet my Saviour first   of all:. [NEWLINE] Aer: I shall know Him, [ shall know Him, And redeemed by His side 1 shall [NEWLINE] I shall know Him, [NEWLINE] PH [NEWLINE] stand; [ shall know Him, [ shall know Him By the print of the nails in His   hands. shall know"
50,https://hymnary.org/page/fetch/SSSH1989/50/high,[This image is under copyright]
51,https://hymnary.org/page/fetch/SSSH1989/51/high,[This image is under copyright]
52,https://hymnary.org/page/fetch/SSSH1989/52/high,"Meet Me There [NEWLINE] H.E. BLAIR [NEWLINE] WILLIAM J. KIRKPATRICK [NEWLINE] [ On the hap PY,_ gold en shore, Where the faith ful part nomore, When the 2 Here our fondest hopes are vain, Dear est links are rent in twain; But in 3_ Where theharps of an gels ring, And the   blest forev er sing; In the [NEWLINE] storms  of   life are 0 er, Meet  me there; Where  the night dissolves a way Heav 'n no throb of pain, Meet me there; By the riv er sparkling bright pal ace of the King; Meet me there; Where in sweet commun-ion blend [NEWLINE] In to pure   and perfect day, am going home to stay, Meet me  there; In the Ci ty of delight; Where our faith is lost in sight, Meet me   there; Heart with heartand friend with friend, In a world that ne'er shall end, Meet me   there; [NEWLINE] Meet me there, Meet me   there, Where the tree of  life is Meet me there, Meet me there, AW6 6"
53,https://hymnary.org/page/fetch/SSSH1989/53/high,"bloomi -ing; Meet me there; When the storms   of life are 0 er; On the Meet me there; 2144 #0+F6 [NEWLINE] happy, golden shore, Where the faithful part no more, Meet me there. Meet me there. [NEWLINE] Peace, Perfect Peace 50 EDWARD H: BICKERSTETH GEORGE T. CALDBECK Altered by Charles J . Vincent [NEWLINE] 1. Peace, per fect peace , in this   dark world of sin? 2 Peace, per fect peace, with SOrrows surg ing round? 3 Peace, per fect peace, our fu ture all un known? 4 Peace , per fect peace, death shadowing uS and ours? 5. It is nough: earth '$ struggles soon shall cease, [NEWLINE] The [NEWLINE] On Je Je And, [NEWLINE] blood of Je suS whis pers peace with in. Je sus bos om naught but calm is found. sus we know, and He is on the throne. sus has vanquished death and all its powers. Je suS, call uS to Heav 'n S per fect peace. [NEWLINE] men_"
54,https://hymnary.org/page/fetch/SSSH1989/54/high,"Where We?II Never Grow Old JAMES C. MOORE JAMES C. MOORE [NEWLINE] 1. have heard of a land on the far away strand, 'Tis a 2 In that beau ti ful Home where we'Il nev ermore roam; We shall 3_ When our work here is done and the life crown is won, And our [NEWLINE] beau ti ful Home of the soul; be in the sweet by and by; troubles and trials are 0 er; [NEWLINE] Built by Je sus on high,  there we Happy praise to the King; through eAll our sor rowwill end, and our [NEWLINE] nev [NEWLINE] er [NEWLINE] shall die , 'Tis a land where we nev er grow old. ter ni ty sing; 'Tis a land where we nev er shall die. voic es will blend With the loved ones who've gone on be fore. [NEWLINE] Never grow old, never grow old, In a land where we 'Il never grow old; Where we 'II F BAEAA [NEWLINE] Never grow old, never grow old, In a land where we' Il never grow old: Where we'I] [NEWLINE] JAen6eA"
55,https://hymnary.org/page/fetch/SSSH1989/55/high,"Zion ' s Hill 52 JAMES A. CRUTCHFIELD JAMES A, CRUTCHFIELD Arranged by Haldor Lillenas [NEWLINE] La There waits for me a glad tomor-row_ Where gates of pearl swing open wide, 2. Someday TII hear the angels sing-' ing; Be yond the shadOws of the tomb; 3 . Someday my labors will be ended, And all my wand rings will be 0'er; 4. Someday the dark clouds will be rifted, And all  the night of gloom be past, [NEWLINE] And when I ve passed this vale of SOrrOw, IIl dwell up on the oth er side. And all the bells of Heaven ringing,While saints are singing, Home sweet Home. And all earth 's broken ties be mended, And 1 shall sigh and weep no more. And all life 's burdens will be lifted, The day of rest shall dawn at last. [NEWLINE] Some day beyond the reach of mor tal ken: Some day, God [NEWLINE] J # only knows just where and when, The wheels of mortal life shall J [NEWLINE] all stand still, And 1 shall g0 to dwell on Zion '$ hill. [NEWLINE] Copyright 1923. Renewed 1951 by Lillenas Publishing Co. Used by permission."
