page_number,url,text
258,https://hymnary.org/page/fetch/SSSH1989/258/high,"253 (Ye Must Be Born Again"" WILLIAM T. SLEEPER GEORGE C. STEBBINS [NEWLINE] 1.A ru ler once came to Je suS by night, To ask Him the way of  sal 2. Ye   children of men; at tend to the word So solemn-ly uttered by 3. 0 ye who would enter that   glo ri ouS   rest, And sing with the ransomed the 4 A dear one in Heaven thy heart yearns to see, At the beauti ful gate may be 2 AAsee4 H [NEWLINE] va tion and  light; The Master made answer in words true and plain, Je suS the Lord; And let not the message to you be in vain, song of the blest; The life ev er last ing if ye would ob tain, watching for thee; Then list to the note of this solemn re frain, [NEWLINE] El [NEWLINE] ""Ye must be bom a gain,' ""Ye must be bom again. [NEWLINE] } V #E gain, Ye must be bom again; ver ily, again , again; 57 [NEWLINE] EENUE [NEWLINE] ver ily say un t0 thee, Ye must be born a gain. again."
259,https://hymnary.org/page/fetch/SSSH1989/259/high,"66 Whosoever Will? [NEWLINE] PHILIP P. BLISS [NEWLINE] PHILIP P. BLISS [NEWLINE] 1. Who SOev er hear eth, shout; shout the sound! Spread the blessed tidings 2. Who SOev er com eth need not delay , Now the door is 0 pen, 3. ""Who SOev er willl"" the promise is secure; ""Who SOev er will,"" for [NEWLINE] all the world around; Tell the joyful news wher ev er man is found en ter while you may; Je sus is the true, the on ly Liv ing Way: ev ermust endure; ""Who SOev er willl"" tis life forev ermore; [NEWLINE] #N ""Who SO ev er will may come. ""Who SO ev er will, who SO ev er willl"" [NEWLINE] Send the   proc la ma tion ver vale and hill; [NEWLINE] Tis a lov ing [NEWLINE] PVYN Fa ther calls the   wanderer home: ""Who SO ev er will may come."
260,https://hymnary.org/page/fetch/SSSH1989/260/high,"Come and Dine [NEWLINE] Words and Melody C. B. WIDMEYER [NEWLINE] S. H. BOLTON [NEWLINE] L. Je suS has a ta ble   spread Where the saints of God are fed, 2 The dis ci ples came to land, Thus bey ing Christ' $ command, 3 Soon the Lamb will take His bride To be ev er at His   side, 04 [NEWLINE] He in vites His cho sen people, ""Come and   dine' With His man na He doth For the Mas ter  called un to them; ""Come and dine"" There they found their hearts '$ deAII the host of   Heaven will as sem bled be; 0 twill be glo rious [NEWLINE] feed And supplies our ev ry need: 0 'tis sweet t0 sup with Je suS all the   timel sire , Bread and fish up on the  fire; Thus He sat isfies the hungry ev ry time. sight, All  the saints in spotless white; And with Je sus they will feast e ter nal ly # [NEWLINE] ""Come and   dine;' the Mas ter call eth; ""Come and dine; (0 come and dine;)"" You may [NEWLINE] 1 feast  at Je sus table all the time; (0 come and dine;) He who fed the mul ti tude,"
261,https://hymnary.org/page/fetch/SSSH1989/261/high,"Turned the water in to wine, To the hun gry   calleth now, ""Come and dine. [NEWLINE] Look to the Lamb of God [NEWLINE] H. G. JACKSON [NEWLINE] JAMES M. BLACK [NEWLINE] 1. If you from sin   are longi -ing to be free, Look to the Lamb of God; 2 When Satan tempts, and doubts and fears assail, Look to the Lamb of God; 3. Are you a wea ry, does the way seem long? Look to the Lamb of God; 4. Fear not  when shadOWS on your pathway fall, Look to the Lamb of God; [NEWLINE] He, to redeem you, died on Cal va Ty, Look to the Lamb of God. You in His strength shall 0 - ver all prevail, Look to the Lamb of God. His love will cheer and fill your heart with song, Look to the Lamb of God; In joy Or sor row Christ is all in   all, Look to the Lamb of God. [NEWLINE] Look to the Lamb of God, Look to the Lamb of God, the Lamb of God, the Lamb of God, [NEWLINE] For He alone is a ble to save you Look to the Lamb of God."
262,https://hymnary.org/page/fetch/SSSH1989/262/high,"Look and Live WILLIAM A. OGDEN WILLIAM A. OGDEN  [NEWLINE] 1. Tve a message from the Lord, hal le lu jah! The message un to 2 Tve a message full of  love, hal le lu jah! A message, 0 my 3. Life is offered un to you, hal le lu jah! E ter nal life thy 4 1 will tell you how 1 came, hal le lu jah! To Je suS when He [NEWLINE] FAA [NEWLINE] you TII give; friend, for you; soul shall have, made me whole: [NEWLINE] 'Tis re corded in His Word, hal le lu jah! 'Tis a message from above, hal le lu jah! If you 'Il only look to Him; hal le lu jah! 'Twas believ-ing on His name, hal le lu jah! [NEWLINE] It is only that you ""look and live. JesuS said it and 1 know tis true. Look to JesuS who alone can save: I trusted and He saved my soul: [NEWLINE] Look and  live, [NEWLINE] Look and live, [NEWLINE] my brother, livel Look to Je suS now and live; live, look and livel [NEWLINE] 'Tis re [NEWLINE] #PENNENNXRI corded in His Word, hal le lu jah! It is only  that you ""look and live."
263,https://hymnary.org/page/fetch/SSSH1989/263/high,"Christ Receiveth Sinful Men 258 [NEWLINE] ERDMAN NEUMEISTER Translated by Emma F Bevan [NEWLINE] JAMES McGRANAHAN [NEWLINE] 1 _ Sin ners Je suS will re ceive; Sound  this word of   grace to all 2. Come, and He will give you rest; Trust Him, for His Word  is plain; 3_ Now my heart condemns me not, Pure be fore the law 1 stand; 4 Christ re ceiv eth sin ful men, E ven me with all my sin; [NEWLINE] Who the heav'n ly pathway   leave, AlI who lin ger, all who   fall; He will take the sin ful est; Christ re ceiv eth sin ful men He who cleansed me from all spot, Sat is fied its last demand. Purged from ev ry   spot and  stain, Heav'n with Him 1 en ter in; [NEWLINE] it 0 'er [NEWLINE] and 0 er a gain; Christ reSing it 0'er again, Sing ` it 0'er again; [NEWLINE] ceiv [NEWLINE] eth sin ful men; Make the mes sage ceiveth sinful men, Christ re ceiveth sinful men; Make the message plain, [NEWLINE] clear [NEWLINE] and   plain: Christ re ceiv eth sin ful men_ Make the message plain: re ceiveth [NEWLINE] Sing"
264,https://hymnary.org/page/fetch/SSSH1989/264/high,"Jesus Saves [NEWLINE] PRISCILLA J. OWENS [NEWLINE] WILLIAM J. KIRKPATRICK [NEWLINE] 1. We have   heard the   joy ful sound: Je sus saves? Je suS saves! 2 Waft it on the roll ing tide; Je sus saves? Je sus saves! 3 Sing a bove the bat tle strife, Je sus saves! Je sus saves! 4. Give the winds might y voice, Je sus saves! Je suS saves! [NEWLINE] Spread the ti dings   all around: Je suS saves! Je suS saves! Tell to sin ners far and wide: Je sus saves! Je suS saves! By His death and end less life, Je suS saves! Je suS saves! Let the na tions now re joice Je suS saves! Je suS saves! [NEWLINE] Bear the news to ev ry   land, Climb the  steeps and cross the waves; Sing, ye is lands   of the sea; Ech 0 back ye 0 cean caves; Sing it soft ly thro' the   gloom, When the heart for mercy craves; Shout sal va tion full and   free; High est   hills and   deepest caves; [NEWLINE] Onward!_'Tis Earth   shall keep Sing in tri This our song [NEWLINE] our Lord '$ command; Je suS saves! Je suS saves! her ju bi lee: Je suS saves! Je suS saves! umph 0'er the tomb Je suS saves! Je suS saves? of vic to ry Je sus saves! Je sus saves!"
265,https://hymnary.org/page/fetch/SSSH1989/265/high,"He Is Able to Deliver Thee 260 WILLIAM A. OGDEN WILLIAM A. OGDEN [NEWLINE] 1. 'Tis the   grandest theme thro' the a ges rung: Tis the grandest theme for a 2. 'Tis the  grandest theme in the earth Or main; Tis the grandest theme for a 3. 'Tis the grandest theme, let   the tidings roll, To the guilt y heart, to the [NEWLINE] mortal tongue; 'Tis the grandest theme that the world e'er sung, ""Our God is mortal strain;   'Tis the   grandest theme, tell the world again, ""Our God is ful   soul; Look to God in faith,  He will make thee whole, ""Our God is sin [NEWLINE] 73E able to de liv er thee.' He is a ble to de liv er thee, a ble, He   is a ble 2544H A, #Fp [NEWLINE] He is [NEWLINE] ble to de liv er thee; Though by   sin oppressed [NEWLINE] ble, He is a ble [NEWLINE] Go to Him for rest; ""Our God is able to de liv er thee."
266,https://hymnary.org/page/fetch/SSSH1989/266/high,"261 Turn Your Eyes Upon Jesus HELEN HOWARTH LEMMEL HELEN HOWARTH LEMMEL [NEWLINE] 1 0 soul, are you wea ry and trou bled? No light in the 2. Through death in to life ev er last ing He   passed, and we 3 His Word shall not fail you He prom ised; Be lieve Him, and [NEWLINE] darkness you see? fol low Him there; all will be well: [NEWLINE] There's light for a look at the Sav iour, 0 ver uS sin no more hath do min ion Then g0 to a world that is dy ing, [NEWLINE] And   life more a bundant and freel For more than   conqu rors we arel His perfect sal vation to telll [NEWLINE] Turn your eyes upon Je [NEWLINE] suS, Look full in His won der ful   face; [NEWLINE] And the things of [NEWLINE] earth will grow strangely dim In the   light of His glory and  grace. [NEWLINE] Copyright 1922 Renewal 1950 by Helen H: Lemmel. Assigned to Singspiration; Inc: AIl rights reserved. Used by permission."
267,https://hymnary.org/page/fetch/SSSH1989/267/high,"The Light of the World Is Jesus 262 PHILIP P. BLISS PHILIP P. BLISS [NEWLINE] 1. The whole world was lost in the darkness of sin; The light of the 2. No darkness have we who in Je suS a bide, The light of the 3. Ye dwell ers in darkness with sinblind ed eyes, The light of the 4. No need of the sunlight in Heaven, we're told, The light of the A [NEWLINE] world is Je sus; Like sunshine at noonday His glo ry shone in, world is Je sus; We walk in the light when we fol low our Guide, world is Je sus; Go, wash at His   bidding, and light will a rise, world is Je suS; The Lamb is the Light in the Cit y of Gold, [NEWLINE] The light of the   world is Je [NEWLINE] suS. [NEWLINE] Come to the   Light; 'tis [NEWLINE] shin- -ing for thee; Sweetly the Light has dawned upon me; Once [ was [NEWLINE] blind, but now 1 can see; The Light of the world is Je sus."
268,https://hymnary.org/page/fetch/SSSH1989/268/high,"Verily, Verily JAMES McGRANAHAN [NEWLINE] G.MJ [NEWLINE] R 1.0 what a Saviour; that He died for mel 2. AII my in 1 qui ties on Him were laid, 3. Though poor and need y 1 can trust my Lord, 4 Though all un wor thy, yet 1 will not doubt; [NEWLINE] From condem- AII my inThough weak and For him that [NEWLINE] 41 na tion He  hath made me free; debt ed ness by Him was paid; sin ful [ be lieve His Word; com eth, He will not cast out; [NEWLINE] ""He that believ eth on the AII who believe on Him; the glad messagel ev ry ""He that believ-eth; 0 the [NEWLINE] Son;' saith He, ""Hath ev erlast ing life. Lord hath said, ""Hath ev erlast ing life. ""Ver 1 ly, ver 1 child ly, of God ~Hath ev erlast ing life."" good news  shout; ""Hath ev erlast ing life_ [NEWLINE] say un to you; ""Ver i ly, ver ly;' message ev er new; R E} [NEWLINE] ~He that believ-eth on the Son;' 'tis true, ""Hath ev erlast ing life.'"
269,https://hymnary.org/page/fetch/SSSH1989/269/high,"Once for AII 264 PHILIP P. BLISS [NEWLINE] PHILIP P. BLISS [NEWLINE] hap con di tion, Je sus   hath 1. Free from the law, py free there ' s no condem na tion, Je suS 2. Now are we pro ous call ing; Sure ly His 3. ""Children of God; glori [NEWLINE] and there is re mis sion; Cursed by the law and  bruised by  the bled, perfect  sal va tion; ""Come unto Me,' hear His sweet vides a ing; Passing from death to life at   His grace will keep us   from fall [NEWLINE] fall, Grace hath redeemed uS once  for all: call, Come, and He saves uS once for all. Once for  all, 0 sinner, re call, Blessed sal va tion once for all: E [NEWLINE] ceive it, Once for all, [NEWLINE] brother; be lieve it; Cling to the [NEWLINE] the bur den will fall, Christ hath   redeemed uS once for all: cross, [NEWLINE] Favorite song of Dr. Hugh Pyle."
270,https://hymnary.org/page/fetch/SSSH1989/270/high,"Someone's Last Call EDNA R WORRWELL Unison CLARENCE B. STROUSE, arranged [NEWLINE] 1. Come, 0 come to the blessed Sav iour, List, 0 list 2. to His Deep; deep, deep in the heart there whis pers God'$ own  voice 3_ to each Long; long, long have you tried to sti fle Yearnings 4. sweet t0 Now, a now NOW as the Spirit   stirs you, Hard en not your fast [NEWLINE] lov ing call, wayward child; life more pure; melt ing heart; [NEWLINE] Of fer ing par don, Pardon from sin t0 Heed it! heed it! Be no more sin be Quench them no long er But in God rest se Take, take sal va tion Else shall your chance de [NEWLINE] all; 0 come, guiled, heed cure; strive part; take [NEWLINE] He gives pardon from sin to all, to all. His voice, be now no more beguiled; beguiled. no more, but in God rest se cure, se cure. it now, else shall your chance depart, depart. [NEWLINE] Parts [NEWLINE] Come, come to Je suS, Come ere this moment takes flight; It [NEWLINE] may [NEWLINE] be now someone s last call, last call to night"
271,https://hymnary.org/page/fetch/SSSH1989/271/high,"Honey in the Rock 266 FA, GRA VES [NEWLINE] FA, GRA VES [NEWLINE] do you know the Sav iour, Who is won drous 1. my   brother, the Lord is gra cious""? Do you walk in the 2. Have you ""tasted that un to God the Fa ther, ""What wilt Thou have 3. Do you pray the streets and by ways, Preach the Word to the 4. Then go out through 0 [NEWLINE] kind and true? way that' $ new? me to do?"" man or few; [NEWLINE] He's the ""Rock of your sal va tion! "" Have you drunk from the liv ing foun tain? Nev er fear, He will sure ly an swer, Say to ev Ty fall en broth er, [NEWLINE] There's   Hon ey in the Rock for you: 0 there '$ Honey in the Rock, my KAN U0 [NEWLINE] brother, There ' $ Hon ey in the Rock for you; Leave your brother, for my you; [NEWLINE] rit. [NEWLINE] sins for  the blood to cov er, There 's Honey in the Rock for you: for  you."
272,https://hymnary.org/page/fetch/SSSH1989/272/high,"Yes, I Know! ANNA W. WATERMAN ANNA W. WATERMAN [NEWLINE] 1. Come, ye sin ners , lost and hope less, Je sus Come, ye sin ners, lost and hopeless, lost and hopeless, 2. To the faint He   giv eth pow er, Through the To the  faint  He   giv eth pow er, giv eth pow er, 3 In temp ta tion He is near thee, Holds   the In tempta tion He is near thee, He is near thee, 4 He will keep thee while the a ges Roll thro' He will keep thee while the a ges, while the a ges, [NEWLINE] VVTT blood can make you free; For  He saved the worst a Jesus' blood can make you free, can make you free; For He saved the worst a moun tains makes a way; Findeth wa ter  in  the Thro' the mountains makes a way, He makes a way; Findeth water in the pow'rs of Hell at bay; Guides you to the path of Holds the pow'rs of Hell at bay, of Hell at bay; Guides you to the path of out ter ni ty; Though earth hin ders and Hell Roll thro'~out e ter ni ty, e ter ni ty; Tho' earth hinders and Hell [NEWLINE] 4pPpF [NEWLINE] Vv V V v VT mong you, When He saved a wretch like me. mong You, worst among you, When He saved a wretch like me, a wretch like me des ert, Turns the night to gold en day. des ert, in the des ert, Turns the night to gold en day, to gold en day. safe ty, Gives you grace for ev ry day. safe ty, path of safe ty , Gives you grace for ev ry day, for ev ry day: rag es, All must work for goodto thee. rag es, and Hell rag es, All must work for good to thee, for good tQ thee. PH"
273,https://hymnary.org/page/fetch/SSSH1989/273/high,"And 1 know, (I sure ly know), yes, I know, sure ly know), Je suS #6 [NEWLINE] blood can make the vil est sin ner clean: clean vil est   sinner clean. vil est sinner clean: [NEWLINE] What Did He Do? [NEWLINE] J.M. GRAY HiB [NEWLINE] W. OWEN [NEWLINE] 1 0 listen to our wondrous sto ry, Counted once among the lost; 2. Will you surren-der to the Sav iour? To His scepter humbly bow? [NEWLINE] Yes, One came down from Heaven's glo TY, Saving uS at aw ful cost! You; too, shall come to know His fav Or, He will save you, save you now_ [NEWLINE] J# Who saved us from e ternal loss? What did He do? Who but God 's Son up on the cross? He [NEWLINE] Where IS He now? [NEWLINE] In Heaven inter ced ing! [NEWLINE] died for you! [NEWLINE] Be lieve it, thou; In"
274,https://hymnary.org/page/fetch/SSSH1989/274/high,"Why Do You Wait? GEORGE F. ROOT GEORGE F. ROOT JNN [NEWLINE] 1. Why do you wait; dear broth er, Oh; why do you tar ry SO long? 2. What do you hope, dear broth er, to gain by a further de 3 lay? Do you not feel, dear broth er, His Spir_ it now striving within? 4. Why do you wait, dear brother? The harvest is passing a way; [NEWLINE] Px4@ [NEWLINE] Your Saviour is waiting to give you a place  in His sanc ti fied There ' $ no one to save you but Je suS, There' $ no oth er way but His Oh, why not aCcept His sal va tion , And throw off your burden of Your Saviour is longing to bless you, There are danger and  death in de [NEWLINE] throng: way_ Why not? why not?   Why not come to Him now? sin? now? lay. [NEWLINE] Just as I Am CHARLOTTE ELLIOTT WILLIAM B. BRADBURY [NEWLINE] 1. Just as 1 am, with out one plea, But that   Thy blood was shed for 2. Just as [ am, and waiting not To rid my soul of one dark blol, 3. Just as 1 am, tho tossed about With many a conflict, many a doubt; 4.Just as L am, poor; wretched,blind; Sight, rich es, healing of the   mind, 5.Just as [ am, Thou wilt receive, Wilt  welcome, par don, cleanse, re lieve;"
275,https://hymnary.org/page/fetch/SSSH1989/275/high,"Thou bidd 'st me come to Thee, 0 Lamb of God, 1 comel [ comel And that Thee   whose blood can cleanse each spot, 0 Lamb of God, I comel [ comel To with in, without, 0 Lamb of God, 1 comel [ comel Fightings and fears I need, in Thee to find, 0 Lamb of God, I come! [ comel Yea, all ise be ~lieve, 0 Lamb of God, 1 comel [ comel Be cause  Thy  prom [NEWLINE] Lord; Pm Coming Home 271 WILLIAM J . KIRKPATRICK WILLIAM J. KIRKPATRICK [NEWLINE] 1. Tve wandered far a way from God, Now ['m coming home; 2. [ve wast ed man pre cious years, Now [m coming home: y 3. Fve tired of sin and stray ing; Lord, Now [ m com-= ing home; 4 My soul is sick, my heart is sore, Now [ m comF ing home; [NEWLINE] Fine [NEWLINE] The [NEWLINE] paths of sin too long [ve trod, Lord, Im coming home. 1 now re pent  with bit ter tears, Lord, Im coming home. II trust Thy love, be lieve Thy Word, Lord, Im coming home. My strength re new, my hope re store, Lord, Im coming home_ [NEWLINE] DS. 0 pen wide Thine arms of love , Lord, Tm coming home_ D.S. [NEWLINE] Com ing home, com ing home, Nev er more to roam_"
276,https://hymnary.org/page/fetch/SSSH1989/276/high,"Jesus; I Come WILLIAM T. SLEEPER GEORGE C. STEBBINS [NEWLINE] 1. Out of my bondage, sOrTOw and night; Jesus , 1 come, JeSuS, [ 2 come; Out of my shame ful   failure   and loss, JesuS, [ come, JesuS , I come; 3 Out of un rest and ar rogant pride, JesuS , I come, JesuS, 1 come; 4. Out of the fear and dread of   the tomb, Jesus, 1 come, JesuS, 1 come; [NEWLINE] H In to Thy  freedom, gladness and light, JesuS, 1 come to Thee. In to the glo rious gain of Thy   cross, Je _ suS, come to Thee. In to  Thy bless ed will to a bide, JesuS, 1 come to Thee. In to the joy and light of Thy Home, JesuS , 1 come to Thee. [NEWLINE] Out of my sickness in t0 Thy health, Out of  my want and into Thy Out of  earth'$ sOrrows in to Thy balm, Out of life's storms and in to Thy Out of my self to dwell in Thy love, Out of de spair in to raptures a Out of the depths of ru in untold, In to the   peace of Thy shel-= tering [NEWLINE] wealth, Out of  my  sin and in to Thyself, Jesus, 1 come to  Thee. calm, Out of   distress to ju bi lant   psalm, Jesus, [ come t0 Thee bove, Up ward for aye on wings like a dove, Jesus, 1 come to  Thee. fold, Ev er Thy glorious face to be hold, Jesus , 1 come to Thee."
277,https://hymnary.org/page/fetch/SSSH1989/277/high,"What Will You Do With Jesus? 273 AUTHOR UNKNOWN M L. STOCKS [NEWLINE] 1. Je suS is   stand ing in Pi late' $ hall, Friendless, for sak en, be 2. Je suS is   stand ing on tri al still, You can be false to Him 3. Will you e vade Him as Pi late   tried? Or will you choose Him, what 4. Will you, like Pe ter, your Lord de ny? Or will You scorn from His 5_ ""Je suS, I give Thee my heart to day! Je suS, FIl fol low Thee [NEWLINE] trayed by all: Hark en! what mean eth the sud den call! if you will, You can be faith ful thro"" good Or ill: e'er be tide? Vain ly you strug gle from Him to hide: foes to fly, Dar ing for Je sus to live Or die? all the way, Glad ly bey ing Theel Will you say: [NEWLINE] What will you do with Je sus2 What will you do with Je sus? with Je sus? What  will you do with Je do sus? What willyou What   will you do with Je sus? ""This   will do with Je sus! [NEWLINE] Neu tral you can not be; [NEWLINE] Someday your   heart will be [NEWLINE] ask ing; ""What will He do with me?"""
278,https://hymnary.org/page/fetch/SSSH1989/278/high,"Come Unto Me CHARLES P. JONES CHARLES P. JONES [NEWLINE] 1. Hear the bless ed Sav iour call ing the oppressed, ""0 ye heav y 2. Are you dis appoint ed, wand ring here and   there, Dragging chains of 3 Stum bling on the mountains dark with sin and shame, Stumbling tow' rd the 4. Have you by   temp ta tion of ten conquered been, Has a sense of [NEWLINE] la den, come to Me and rest; Come, no lon ger tar Ty, doubt and load ed down with care? Do un ho ly feel ings pit of Hell' $ con sum ing flame, By the pow'rs of sin de weak ness brought dis_ tress with in? Christ will sanc ti fy you, [NEWLINE] your load will bear , Bring Me ev ry bur den, bring Me ev ry care. struggle in your breast? Bring your case to Je suS, He will give you rest. lud ed and oppressed, Hear the ten der Shep - ~herd, ""Come to Me and rest. if you 'Il claim His best, In the Ho ly Spir it, He will give you rest. [NEWLINE] Come un t0 Me; Come un to Me, Come un to Me, [NEWLINE] will    give you [ will   give you rest,"
279,https://hymnary.org/page/fetch/SSSH1989/279/high,"rest; Take My yoke up on you, 1 will  give you rest; Take My yoke upon you, Take My yoke upon you, [NEWLINE] 062 AAA [NEWLINE] Hear Me and be blest, am meek and Hear Me and be blest; Hear Me and be blest, am meek and low ly; [NEWLINE] VALA | [NEWLINE] low ly, Come and trust My am meek and low ly, Come and trust My might; [NEWLINE] might; Come, My yoke is eas Y, Come and trust   My might, Come, 0 come, Come, My yoke is easY, [NEWLINE] And_ Come, [NEWLINE] My bur den's   light: come, Come, My bur den's   light:"
280,https://hymnary.org/page/fetch/SSSH1989/280/high,"Almost Persuaded PHILIP P. BLISS [NEWLINE] PHILIP P. BLISS [NEWLINE] 1. ""Almost  per suad ed,' now t0 believe; 2. ""Almost per suad ed; come, come to day; 3.""Almost  per suad ed, har vest is past! [NEWLINE] ""Almost  per suaded, ""Al most  per suaded_ Al most per suad ed,' [NEWLINE] Christ to re ceive; tur not a way; doom comes at last! [NEWLINE] Seems now some soul to say, ""Go, Spir it, Je suS in vites you here , An gels are ""Al most' can not a vail; ~Al most"" is [NEWLINE] g0 Thy way, Some  more con ven ient day On Thee FI call:' ling - 'ring near Prayers rise from hearts SO dear, 0 wand' rer, come. but to fail! Sad, sad , that bit ter   wail, Al most, but lost. [NEWLINE] Where He Leads Me E: W. BLANDLY [NEWLINE] J.S. NORRIS [NEWLINE] 1. can hear my Saviour call ing; can hear my Saviour call 2 ing; II g0 with Him thro' the garden, II g0 with Him thro' the gar den, 3_ I g0 with Him thro' the judg ment; I'IL g0 with Him thro' the 4 , He will give me grace and glo Ty, He will give Hem gface dhd  jgdgment; Ty, [NEWLINE] REF : Where He leads me 7 will follow, Where He leads me 7 will follow,"
281,https://hymnary.org/page/fetch/SSSH1989/281/high,"D.C. for Ref: [NEWLINE] can hear my Sav iour call ing; ""Take thy cross and fol low, follow Me:' II g0 with Him thro' the gar den, IIL g0 with Him, with Him all the way. II g0 with Him thro the judgment, IIL go with Him, with Him all the way. He will    give me grace and glo Ty , And g0 with me, with me all the way. [NEWLINE] Where He leads me [ will follow, 1U g0 with Him, with Him all the way. [NEWLINE] Only Trust Him 277 JOHN H. STOCKTON JOHN H: STOCKTON [NEWLINE] 1. Come, ev ry soul by sin Oppressed; There'$ mer cy with the Lord, 2. For Je sus shed His pre cious blood, Rich blessings to be stow; 3. Yes, Je suS is the Truth, the Way, That leads you in to rest: 4 Come, then, and join this ho ly band, And on to Glo ry g0, [NEWLINE] And He will sure ly give you rest By trust ing in His Word. Plunge   now in to the crim son  flood That wash es white as snow Be lieve   in Him   with out de lay,_ And you are ful ly blest: To dwell in that ce les tial   Land, Where joys im mor tal flow. [NEWLINE] On ly trust   Him, on ly trust Him, On ly trust   Him now: He will   save you, He will save you, He will (Omit save you now_"
282,https://hymnary.org/page/fetch/SSSH1989/282/high,"Jesus Is Calling FANNY J. CROSBY GEORGE C. STEBBINS [NEWLINE] 1. Je suS is ten der ly call ing thee home Call ing to day, 2 Je suS is call ing the wear y to rest Call ing to day, 3. Je suS is wait ing; 0 come to Him now Wait ing to day, 4 Je suS is plead ing; list to His voice: Hear Him to day, [NEWLINE] call ing to day; Why  from the sun shine of love wilt thou roam call ing to day; Bring Him thy bur den and thou   shalt be blest: wait ing to day; Come with thy sins; at His feet low ly bow; hear Him to day; They who be lieve on His name shall re joice; [NEWLINE] 4 Far ther   and far ther a way?_ He will not tum thee a way: Come, and no lon ger de Jay. Quick ly a rise   and a way. [NEWLINE] Call [NEWLINE] to [NEWLINE] Calling,   calling to day, today, [NEWLINE] Call ing to day,- Call ing; call ing; to day, to day, [NEWLINE] Je suS is Je suS is ten derly [NEWLINE] call ing; is ten der ly call ing to day. call ing to day, [NEWLINE] ing day,"
283,https://hymnary.org/page/fetch/SSSH1989/283/high,"Let Jesus Come Into Your Heart 279 LEILA N. MORRIS LEILA N, MORRIS [NEWLINE] 1. If you are tired of the load of your sin, Let Je sus come 2. If 'tis for pu ri ty now that you   sigh, Let Je suS come 3. If there ' $ a tempest your voice can not still, Let Je suS come 4 If you would join  the glad songs of the blest; Let Je suS come [NEWLINE] pH8 [NEWLINE] PV in to your   heart; If you de sire a new life to be gin, in to your   heart; Fountains for cleansing are flowing; near by, in to your   heart; If   there' $ a void   this world nev er can fill in to your   heart; If you would en ter the mansions of rest; [NEWLINE] DEFAXX Let Je sus come in to your heart. [NEWLINE] Just now your [NEWLINE] doubtings give 0 ) er; Just now, re ject Him no more; Just now, throw [NEWLINE] 1)d pen the door; Let Je sus   come in to your heart."
284,https://hymnary.org/page/fetch/SSSH1989/284/high,"280 Softly and Tenderly Jesus Is Calling WILL L. THOMPSON WILL L. THOMPSON [NEWLINE] PE tender Je sus is calling, Calling for 13 Soft ly and ly when   Je suS is pleading; Plead-= ing for 2. Why should we tar Ty the moments are passi -ing;_ Passing from 3. Time is now fleeting; wonder ful love He has promised, Promised for 4 Oh! for the [NEWLINE] +} for See, on the portals   He'$ wait ing and watching, you and me; for me? Why should we linger and heed not His mercies, you and you and  from me; Sha dows are gath er ing, deathbeds   are com-_ -ing; for me; Tho we have sinned, He has mer cy  and pardon, you and [NEWLINE] Watching for you and  for me. Mercies for you and for me? Come   home, come home, for me. Come home, come  home, Coming for you  and Pardon for you and for me [NEWLINE] Pp ppPP 0 HRN [NEWLINE] cresc . #V [NEWLINE] Ye who are wearY, come home; [NEWLINE] Ear nestly, ten der ly,"
285,https://hymnary.org/page/fetch/SSSH1989/285/high,"rit. [NEWLINE] PP [NEWLINE] Jd|M Je suS is call ing; Calling, 0 sin ner, come   homel [NEWLINE] Pass Me Not; 0 Gentle Saviour 281 FANNY J . CROSBY WILLIAM H. DOANE [NEWLINE] 1a Pass me not, 0 gen tle Sav iour, Hear my humble cry; 2 Let me at a throne of mer cy Find a sweet re lief; 3. Trusting on ly in Thy mer it, Would I seek Thy   face; 4. Thou the Spring of all my com fort, More than life to me, [NEWLINE] While on oth ers Thou art call ing, Do not pass me by. Kneel ing there in deep con tri tion, Help my un be lief. Heal my wound ed, bro ken   spir it, Save me by Thy grace. Whom have [ on earth be side Thee? Whom in Heav'n but Thee? [NEWLINE] Sav iour, Sav [NEWLINE] iour, Hear my hum ble cry; [NEWLINE] While on oth ers   Thou art call ing; Do not  pass me by"
286,https://hymnary.org/page/fetch/SSSH1989/286/high,"Why Not Now? DANIEL W. WHITTLE CHARLES C. CASE [NEWLINE] 1. While we pray and while we plead, While you see your soul '$ deep need, 2. You have wan dered far a way; Do not risk an oth er day; 3. In the world you've failed to find Aught of peace   for troub led mind; 4 Come to Christ; con fession   make; Come to Christ, and par don take; [NEWLINE] While our Fa ther   calls you home, Will you not, my brother, come? Do not tum from God thy face, But to day ac cept His grace. Come to Christ; on Him be lieve, Peace   and joy you  shall re ceive. Trust in Him from day to day, He will keep you all the way. [NEWLINE] Why not  now? Why not now? Why not come t0 JesuS now? Why not now? Why not now? [NEWLINE] Why not now? Why not now? Why not come to Je sus now? Why not now? Why not now?"
